1050;Delight;53
1051;Factor Black Edition;53
1052;Factor YBR 125;53
1053;Factor YBR 125 Pro;53
1054;Fazer 150;53
1055;Fazer Black Edition;53
1056;Fazer YS 250;53
1057;FJ-09;53
1058;FJR1300;53
1059;Force;53
1060;FZ1;53
1061;FZ1 Fazer;53
1062;FZ6;53
1063;FZ6 Fazer;53
1064;FZ6R;53
1065;FZ8;53
1066;FZ8 Fazer;53
1067;Grand Filano;53
1068;GT125;53
1069;Jupiter MX;53
1070;Jupiter Z1;53
1071;JYM125;53
1072;JYM150;53
1073;Lander XTZ 250;53
1074;Majesty;53
1075;Mio Fino;53
1076;Mio GT;53
1077;Mio J;53
1078;Mio M3;53
1079;MT-01;53
1080;MT-03;53
1081;MT-07;53
1082;MT-09;53
1083;MT-10;53
1084;MT-125;53
1085;MT-25;53
1086;N Max;53
1087;New Fino;53
1088;New Jupiter MX;53
1089;New Scorpio Z;53
1090;New Vixion;53
1091;NMAX;53
1092;Raider;53
1093;Road Star;53
1094;Roadliner;53
1095;Royal Star;53
1096;RS;53
1097;SCR950;53
1098;SMAX;53
1099;Soul GT;53
1100;SR400;53
1101;Stratoliner;53
1102;Stryker;53
1103;Super Tenere;53
1104;TDM900;53
1105;TMAX;53
1106;Tracer 700;53
1107;Tracer 900;53
1108;Tricity;53
1109;TT-R 125;53
1110;TT-R 230;53
1111;TW200;53
1112;TZR50;53
1113;V Star;53
1114;V Star 1100;53
1115;Vega RR;53
1116;Vity 125;53
1117;Vixion;53
1118;VMAX;53
1119;Warrior;53
1120;WR125R;53
1121;WR125X;53
1122;WR250F;53
1123;WR250R;53
1124;WR250X;53
1125;WR450F;53
1126;X Ride;53
1127;X-City;53
1128;X-MAX;53
1129;Xabre;53
1130;Xenter;53
1131;Xeon RC;53
1132;XJ6;53
1133;XJ6 Diversion;53
1134;XJ6 Diversion F;53
1135;XJR1300;53
1136;XMAX;53
1137;XSR700;53
1138;XSR900;53
1139;XT1200Z;53
